path,label,low_frac,high_frac,mean_flatness,high_flat_frame_frac,peak_count,rhythmic,freq_unnatural,noise_like,too_short
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_06_24_20.wav,1,0.8380802409172649,1.9198171549396519e-07,4.710383194606038e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_06_24_25~1.wav,1,0.8580312374030155,4.079672580688707e-08,1.3580474522711938e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_06_24_30~1.wav,1,0.8944932310864141,1.29265662569294e-07,8.182161614911365e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_06_25_10~1.wav,1,0.920384288675829,5.535247084096501e-07,9.131059641731554e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_06_49_25~2.wav,1,0.8857214060617825,2.9744387441811974e-08,3.3442525193549955e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_06_49_35~1.wav,1,0.9067504268694124,7.484900371411119e-08,3.9447691335681156e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_06_58_30~2.wav,1,0.9250929743918432,9.547568363402203e-08,1.1938949384671105e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_05_40~1.wav,1,0.9474136567401351,4.597048077291545e-08,7.255701039987628e-10,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_06_30~1.wav,1,0.8467356310420966,5.141462033828543e-07,5.924241541777064e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_06_40~1.wav,1,0.9004932424725294,4.281822211442579e-07,6.462986146260619e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_06_40~2.wav,1,0.9237063313310399,2.0790355893270505e-07,2.614100580444756e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_07_10~1.wav,1,0.94919240123356,2.318199666447621e-08,5.3909192665457795e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_07_30.wav,1,0.8337328653217947,5.245057396728742e-08,3.488038968768592e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_07_45~2.wav,1,0.9745512727760387,4.52149801895391e-09,7.187240247397142e-10,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_07_55.wav,1,0.9345510709008024,1.6865714714029445e-09,3.852256291736467e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_10_00~1.wav,1,0.9132541722896387,1.201189384884604e-07,1.8109540533828294e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_14_40~2.wav,1,0.9174201752804886,4.6131336835314464e-07,4.989267665678199e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_36_30~2.wav,1,0.9175505546534676,6.577813088954178e-07,1.0919594117808629e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_36_35~2.wav,1,0.9391206374828976,1.763223196179121e-07,1.0006879769264287e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_49_35~1.wav,1,0.9005197668403022,8.099592969479429e-08,5.7519575769049425e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_49_40~1.wav,1,0.7574526656682502,7.98963210385004e-08,4.431894495837696e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_07_49_45~2.wav,1,0.8915284528755415,7.91991258628831e-08,5.9725220324935435e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250709_0527_09_20_35.wav,1,0.881028317041154,1.963342861015057e-08,1.3358533124119276e-06,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250715_0529_18_04_52.wav,1,0.36155964925938244,1.2104617949592613e-08,1.709220782686316e-06,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250715_0529_18_13_17~2.wav,1,0.5747702974513936,1.3165455671134208e-07,1.1792545819844236e-06,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250715_0529_18_35_12~2.wav,1,0.8601376630904943,1.242035098535708e-07,5.74562818655977e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\mixed\250715_0529_18_58_27.wav,1,0.49388131771343463,1.8347636893006702e-08,2.448059831294813e-06,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240813_0400_16_38_52.wav,1,0.22265746708923057,2.2648772049794248e-07,2.5913047920766985e-06,0.0,1,0,0,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240813_0400_16_41_52.wav,1,0.19328412404677475,1.7281997277595998e-08,8.005615200090688e-06,0.0,1,0,0,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240813_0400_17_34_12.wav,1,0.36263037682631144,2.0926053202850124e-07,1.3136166671756655e-05,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_10_49.wav,1,0.6979531196635225,2.029770715883005e-07,1.3791758135539567e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_12_24.wav,1,0.5885660362991265,1.5846273960566507e-07,1.064206458067929e-06,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_17_54.wav,1,0.7920180246768262,9.277406272603999e-08,2.967532566344744e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_30_24~2.wav,1,0.6562698265473914,3.389861843941203e-08,3.1793393873158493e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_33_04.wav,1,0.7057702381193156,1.1110704179617388e-07,2.587085248251242e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_33_09.wav,1,0.7885780729465964,1.5292574203059175e-08,1.1272277333773673e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_34_34~1.wav,1,0.7781404703978866,1.4070241821470098e-07,1.9619120905645104e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_34_49~2.wav,1,0.8329180129607443,8.317104173696153e-08,9.503931863719117e-08,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_44_04~1.wav,1,0.892509570383226,8.776376946577542e-09,1.4253117797125014e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_47_44.wav,1,0.428660171690261,6.867067820464466e-08,3.0217333915061317e-06,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_47_54.wav,1,0.27445667164990567,1.6189721598245293e-09,1.5232720897984109e-06,0.0,3,1,0,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_17_57_44.wav,1,0.6978959298695837,9.39851718309917e-10,3.1016904245007026e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_00_59.wav,1,0.9389378331841838,2.9243867984805898e-08,7.011536684586872e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_08_19.wav,1,0.5783118196366936,5.116827687886602e-08,1.0374634484833223e-06,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_08_49.wav,1,0.6080491564638176,1.4249541013560678e-07,2.8397334972396493e-07,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_09_29.wav,1,0.8317212560246727,7.843383231871659e-09,2.0471009332112544e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_09_34.wav,1,0.49661493557415465,5.927898698986111e-09,1.724072618003447e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_15_04~1.wav,1,0.671004016694257,2.0797538666947184e-07,7.951548752771487e-08,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_19_39.wav,1,0.6859691150616072,4.807538856190421e-08,4.837513642996782e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_19_59.wav,1,0.7222724963285315,4.843698316586752e-08,1.6801065783056401e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_20_34.wav,1,0.514859644451616,5.44700916966868e-08,1.5427387722866115e-07,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_21_54.wav,1,0.14748423389528517,1.862462882591943e-08,5.871353536690549e-08,0.0,4,1,0,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_22_14.wav,1,0.1706171936934399,2.2195151803203555e-08,2.6738737801679235e-07,0.0,3,1,0,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_31_44.wav,1,0.7014542643990506,1.6883230478876127e-07,1.445148711809452e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_38_19.wav,1,0.48969537516063816,5.112169044468526e-08,1.0212975354306764e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_38_24.wav,1,0.6255260582900761,2.811863377284553e-07,1.9304108889173222e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_39_14.wav,1,0.38333033528432076,2.931300173681861e-08,1.233699578051528e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_18_57_44.wav,1,0.8627498590896774,2.9812093243819316e-08,1.1531412269505381e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\240916_0319_19_20_44.wav,1,0.8875690046642395,1.6790578129343506e-09,6.976905275735135e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250421_0392_part5_35.wav,1,0.89233224107586,5.5355217199375714e-05,5.2063510338484775e-06,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250421_0392_part5_4.wav,1,0.8746377557095953,7.760925301126832e-05,9.052242262441723e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250505_0404_part10_21.wav,1,0.9993446090745828,1.963585323557098e-08,2.950573652071853e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250505_0404_part1_11.wav,1,0.9621856981229425,9.23616704093632e-08,1.1277139577714479e-07,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250511_0419_22_36_52.wav,1,0.9714212204134407,9.629880710034676e-09,1.689666739856932e-10,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0422_09_56_56.wav,1,0.6759340774810642,1.9179626309999914e-08,9.085993291080285e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0422_11_45_01.wav,1,0.9635181072015262,5.194616616353014e-08,2.234209972584722e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0422_11_50_21.wav,1,0.9723217175708904,1.089431592544105e-07,3.805505244258711e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0422_12_14_41.wav,1,0.936778736525326,5.2535081276679305e-08,1.0345315715198922e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0422_12_28_01_2.wav,1,0.9710806026719552,5.856481871659154e-08,2.95281243900547e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0422_13_25_31.wav,1,0.9984295237310886,2.2661648734898998e-07,6.795562446093584e-10,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0422_13_40_21.wav,1,0.9650237016307909,3.026583921957169e-07,1.7386230233285005e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_14_21_02.wav,1,0.8248010889422668,3.879336374099614e-08,1.3523980157970072e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_15_11_27.wav,1,0.9410028613724715,4.547340250124604e-07,5.730065311126964e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_15_27_27_1.wav,1,0.9310794523013753,3.208272903719051e-07,1.13198250772939e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_15_42_02_1.wav,1,0.9796478947832865,1.1559143548100944e-07,5.233434130502701e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_15_46_07.wav,1,0.9743552633401874,5.1369021772743617e-08,9.136914558283138e-10,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_16_03_27.wav,1,0.9030220062482005,8.874262377098453e-08,1.8068520546421496e-07,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_16_03_37.wav,1,0.9558524176855419,5.1599675417611976e-11,8.960346242758988e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_16_03_52.wav,1,0.9759234820637472,1.1029400243468883e-08,4.650468010680697e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_16_47_52.wav,1,0.6827382691672101,3.79905473158354e-08,4.063771896767321e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_17_15_42.wav,1,0.534074815982944,1.035167587246263e-07,1.110744136667563e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_17_19_12.wav,1,0.5348489881696442,3.573515392916771e-08,3.39353007916543e-08,0.0,4,1,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_17_19_57.wav,1,0.7767453746173287,2.3956879565467005e-08,2.2047377257194967e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_17_20_02.wav,1,0.858437285410018,6.258818980249616e-08,4.3053631770817447e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_17_21_27.wav,1,0.8579389262730445,9.361146689662457e-08,1.0282938944783382e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_17_31_52.wav,1,0.9522058671535655,3.32217770155135e-08,2.082028327521357e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_18_01_22.wav,1,0.9349402521137552,6.096382528965715e-08,1.2715315911293601e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_18_07_12.wav,1,0.7578069874795106,7.953201125332279e-09,1.2975054808350706e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0423_18_07_17.wav,1,0.8671499312927641,4.4101977480564556e-08,3.324382547020832e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_18_14_45.wav,1,0.6669862410292494,3.020044322622583e-08,1.4744726328785873e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_18_20_30.wav,1,0.8678489093624213,3.891133456908463e-07,3.074566379268617e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_18_24_10.wav,1,0.9578605933553028,7.829291999135412e-09,1.4804222292497116e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_18_25_35.wav,1,0.7460227176098116,1.0035599759389061e-08,1.6793626045341625e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_19_07_15.wav,1,0.8376041335145411,2.268454639642814e-09,3.112946345140699e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_19_07_20.wav,1,0.9269772562629013,8.339405761280696e-09,8.769657777740747e-10,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_19_11_35.wav,1,0.950462946528713,1.6832876260123977e-07,4.831836708518722e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_19_15_55_2.wav,1,0.9005685647636776,1.0137286297652963e-07,1.2116572190024044e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_19_36_00.wav,1,0.807286489531448,1.3505340560353822e-08,4.637231754145432e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_19_37_35.wav,1,0.8929148695996595,4.288084674562727e-08,1.5400194453007998e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_19_37_45~2.wav,1,0.6483812275603555,1.9651973675551772e-07,5.788479473523012e-09,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_20_01_05.wav,1,0.9074567175227207,4.657208720840483e-09,3.31692451283061e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_20_18_00~2.wav,1,0.2797600919596496,2.1881381019695392e-07,2.800787157752893e-09,0.0,1,0,0,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_20_40_00.wav,1,0.8257530280824734,3.5526212705002583e-09,4.553142751717587e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_21_02_15.wav,1,0.9851927501252821,1.281171545000333e-08,8.774673432299096e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_21_05_00.wav,1,0.9672052809115705,1.024024170505048e-07,5.577114325916455e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_22_03_15.wav,1,0.9410848005707689,3.513023562538694e-07,5.019990645394046e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_22_03_20.wav,1,0.9663464094350901,6.353630421020384e-08,4.733003766688171e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_22_10_05.wav,1,0.8952185356408081,2.4814145556199195e-08,4.4857362269112855e-08,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_22_10_20.wav,1,0.7402141996558196,1.1194391803359971e-08,4.730154756771299e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250513_0424_22_10_35.wav,1,0.8274749001061447,6.33893171372528e-08,7.314032046679131e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_16_48_12.wav,1,0.8934034763571491,9.957781883773423e-09,2.2602823435136088e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_16_53_37.wav,1,0.9209918998574448,3.425990534556294e-08,7.896620246583552e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_16_56_27.wav,1,0.9136718523700906,1.2981654328293479e-08,1.3038017243616196e-07,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_16_56_42.wav,1,0.9790569967068772,1.0528632316832146e-07,3.284247540591423e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_16_56_47.wav,1,0.9796737879196199,2.2993185934163103e-08,3.191496844578978e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_16_59_52.wav,1,0.966324691560599,3.940392830101149e-08,1.3259968056900107e-07,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_17_14_02.wav,1,0.9767050510887769,6.447651608151823e-08,6.147798270461635e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_17_37_22.wav,1,0.9607282403893814,1.8232454987731188e-07,5.146211279338786e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_17_37_42.wav,1,0.9559301140470319,5.8883343686657574e-08,2.659490583312163e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_17_37_47.wav,1,0.9340126797866233,8.039476943808885e-08,4.733065139816972e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_17_51_27.wav,1,0.9850498188653078,1.7059900725294842e-07,2.296414836067129e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_13_12.wav,1,0.8809756149301541,1.1368360384505367e-08,9.774066711543128e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_15_37.wav,1,0.9196832963603345,1.1863556693319429e-08,4.3893925294469227e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_15_42.wav,1,0.9246570916216952,7.469751254346645e-08,1.460660996599472e-07,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_15_47.wav,1,0.9343039893913427,1.7522341524854634e-09,7.494531217844269e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_15_52.wav,1,0.9449090929967474,6.478705751139993e-08,1.0914344983348201e-07,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_16_07.wav,1,0.9636022637824405,8.697917379526381e-08,2.184534331206578e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_16_17.wav,1,0.9408331113156734,2.641713008672061e-07,8.700956755092193e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_26_52.wav,1,0.9100995277165806,8.399970095445984e-08,2.2129792398573045e-07,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_27_17.wav,1,0.9603785167786186,7.838302183787797e-08,4.023386424023556e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_27_27.wav,1,0.9559125411917517,1.6490185545506507e-07,2.8193595014158745e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_27_32.wav,1,0.9615583213173156,1.188495002957738e-07,2.7089548382264184e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_38_42.wav,1,0.9189575792430384,9.893426691334185e-09,1.1144599199042204e-07,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_18_42_57.wav,1,0.897085578860541,6.371767367998878e-08,6.529211304950877e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_19_20_42.wav,1,0.9739953962847969,5.138083050779967e-08,5.2260280547500315e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_19_37_52.wav,1,0.9610363265277198,7.483295060438189e-08,1.3524539710374484e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_19_38_47.wav,1,0.9571374971359303,3.877094563226062e-08,1.2990447828542528e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_19_38_52.wav,1,0.9431672274243219,2.505375367835979e-07,2.1151585372081172e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_19_38_57.wav,1,0.927346430231593,2.814084738534511e-07,2.3230743551039268e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_19_53_32.wav,1,0.9408932771184693,8.705960949311933e-09,7.883214636628111e-10,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0461_20_05_52.wav,1,0.9645069494433919,2.920869602610087e-07,1.4957258764880521e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0462_21_44_55.wav,1,0.47105390344141274,1.2140762502611955e-07,4.4992157199885696e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250530_0462_21_46_20.wav,1,0.5374374226069066,2.1277077887792433e-07,1.744761789268523e-06,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250531_0463_01_11_51.wav,1,0.8912909601623168,6.327255511478118e-09,4.281772092440406e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250531_0463_01_12_01~2.wav,1,0.9510584377189509,3.568973320862896e-07,1.8119582279041424e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\vehicle_-_road\pure\250531_0463_01_14_21.wav,1,0.890726385700568,4.6399962642465014e-08,3.742516963001208e-09,0.0,0,0,1,0,0
